Name,Purchase Date,Product,Price
WiLLiAMs mIchAeL,21/02/2024,Camera,931
smIth MichAel,2024/01/08,Camera,57.49
wILLiams LInDA,2024-01-17,Watch,156.78 USD
JOneS kArEN,02-17-2024,Headphones,764.85 USD
joHnsOn mICHaEL,20/02/2024,Watch,622.76 USD
jONes liNDa,2024-02-11,Camera,793 EURO
BroWn MichaEL,2024/02/02,Phone,496 EURO
BROWn KaRen,22/01/2024,Camera,906 EURO
SmITh MicHaeL,2024/02/17,Phone,25 USD
wiLLIamS karen,17/01/2024,Headphones,67
WillIAmS SArAh,17/02/2024,Camera,818.31
sMitH KaREn,2024/01/07,Phone,616.29
jOhNson lindA,02-20-2024,Watch,177.28
jOneS miCHaEl,2024-01-27,Watch,744 USD
WiLlIaMS mICHaEL,2024/02/01,Watch,855.74 USD
JoHnSON LindA,26/01/2024,Headphones,692
JohnSoN sArAh,2024/02/02,Watch,880.97 EURO
WiLLiaMs liNda,2024/03/04,Headphones,528.18
wIllIaMS SaRaH,01-03-2024,Headphones,795
brOwn mIchaEl,2024-03-02,Watch,447.82 EURO
BrOwN KAren,2024-01-10,Laptop,703.27 EURO
sMIth sarAH,2024/02/26,Watch,823.5 USD
browN saRAH,2024-02-19,Headphones,252.67
johNson SaRAh,2024-01-20,Watch,71 USD
JONEs JOhN,22/02/2024,Laptop,252 EURO
bROWn MIcHaeL,2024/02/13,Camera,387
johNSoN karEn,06/01/2024,Headphones,600 EURO
BROWn saRaH,2024-01-11,Phone,271 EURO
wIlLIAms KARen,01-07-2024,Camera,496 EURO
willIAms lindA,2024/02/26,Camera,462
BROwN JohN,2024-03-02,Phone,783 USD
WIlLIAMs miChAeL,2024-01-11,Watch,214.97
JONes KArEn,2024-01-21,Watch,896.39
wIllIAMs kAREN,02-20-2024,Watch,914
joNeS LinDa,2024/01/15,Laptop,591 EURO
BrowN lIndA,2024/01/05,Camera,274
smitH joHn,2024-02-23,Headphones,308 EURO
wILLiAms MIcHAEL,01/03/2024,Headphones,863 USD
BRowN MiCHaeL,2024-01-13,Laptop,893.9 USD
JOHnsOn miCHAeL,02-05-2024,Watch,362
jOhNsoN LInDA,01-28-2024,Headphones,772.1
jOnES Linda,2024/02/03,Camera,924.49 EURO
joNes Sarah,2024-03-02,Laptop,880 EURO
JONEs MIcHaEl,27/02/2024,Headphones,878.03 EURO
wIlLIaMs johN,2024/02/23,Headphones,387 EURO
smitH JOHn,2024-02-12,Laptop,527 EURO
WilLiAMS liNDA,2024/02/12,Watch,380.92
sMitH SArah,2024/01/17,Camera,519.7 EURO
JOhNsON saRaH,2024-01-20,Phone,462
JoHNSON JOHN,2024/02/23,Watch,736 USD
brOWn MicHaEL,2024-01-07,Laptop,710.9 USD
wilLIaMs LINDA,2024-01-12,Phone,160.85 USD
jOHNsoN SARAh,2024-01-07,Camera,547.62 USD
bROwN SarAh,03-01-2024,Watch,788 USD
bRown kaReN,01-27-2024,Watch,981 EURO
smITh micHael,01-08-2024,Watch,268
brOWN sAraH,25/01/2024,Headphones,775 EURO
SMITh KaREN,2024/02/15,Watch,407.51
SMiTH micHAeL,2024-01-06,Phone,454
JoNes MiCHAEL,2024-02-19,Camera,192 EURO
JoNES kaReN,02-21-2024,Headphones,325.79
sMItH johN,04/03/2024,Phone,987.11 EURO
JONeS MIchAel,15/01/2024,Laptop,713.11 USD
jOHNSoN JOhN,22/01/2024,Headphones,493
SMitH MicHAel,14/01/2024,Laptop,454.1 EURO
sMitH LinDA,01-27-2024,Camera,379
JONeS kaRen,2024-01-20,Phone,968
SMith sArAh,2024-02-19,Watch,333.12 USD
JOHnSON KArEn,02-04-2024,Camera,983.34
sMiTh LindA,2024-02-25,Headphones,374.24
joneS kaREN,2024-01-24,Camera,535 USD
sMITh mICHAeL,01-11-2024,Headphones,309 USD
joNEs SAraH,2024/01/07,Watch,733.82 EURO
smith linDa,2024/02/24,Laptop,357.16 USD
wILLIaMS JOHn,2024/02/05,Headphones,751.75 USD
SMiTH JOhN,01-21-2024,Phone,868.36 USD
brOwn SARAH,26/01/2024,Laptop,589 EURO
bRown linda,2024-01-16,Camera,857 EURO
johNsoN MichaEl,2024-03-04,Phone,243
JOhNSOn mIcHaEl,2024/02/27,Headphones,359.28
BROWn JoHn,2024-01-02,Laptop,544.37 USD
BrowN LinDa,2024/01/16,Watch,481 USD
JOnEs sARaH,10/02/2024,Camera,471 EURO
wIllIams KAREN,2024/03/03,Phone,165
JOHNSon johN,02-19-2024,Camera,300
JohNsOn miCHAel,21/01/2024,Camera,857.01
SmITh micHAEL,01-07-2024,Watch,271
BROWn lindA,2024/01/17,Headphones,351.51
BrOWn jOhn,2024/01/01,Camera,554
johnSOn joHn,2024-01-12,Headphones,752.12 EURO
JONES karEn,2024-02-18,Camera,486 EURO
JOHnSon SArAH,01/02/2024,Headphones,133.7
sMItH linDA,27/01/2024,Phone,134
JOneS jOHN,2024/02/25,Phone,384.87 USD
JOhNSOn JOHN,2024/01/10,Laptop,892.38
JOHNSoN MiChAEL,02-11-2024,Headphones,752.02 USD
wiLliAmS mIcHaEL,02/03/2024,Watch,961.32 USD
wILliAMs JohN,2024-01-20,Laptop,310.17
brOWn kAren,2024-03-04,Headphones,102
jOHnSON liNdA,2024/02/17,Phone,482 USD
johnson miCHAel,2024-02-07,Camera,28
JOhNSON sARaH,2024-01-03,Headphones,435 USD
wILlIaMs MIcHaEl,2024-03-04,Watch,917.53
BrowN LInda,06/01/2024,Watch,45 USD
jOneS lINdA,01-11-2024,Laptop,308.56
BrOwn saRaH,2024-02-05,Phone,471
JOhNsOn johN,03/01/2024,Headphones,597.23
wIlLIaMs joHn,08/01/2024,Phone,99.79
JoHNSoN karen,2024/02/06,Watch,994
JoNes MIChaEl,01-20-2024,Watch,899 USD
sMitH mICHaeL,03-04-2024,Laptop,369 EURO
WilLiAms jOHN,06/01/2024,Phone,56.27 USD
WilliAmS LinDA,2024-01-16,Watch,786
JOhNSon karen,29/02/2024,Laptop,109
willIamS MiCHael,02-11-2024,Camera,205 EURO
WiLlIAms KAREn,2024-01-20,Phone,615 EURO
jONes Karen,2024/01/06,Laptop,56 EURO
WiLLiams SaRAh,03-01-2024,Headphones,129.26 USD
WILlIams MIcHaEL,02-15-2024,Laptop,452
WiLLIamS liNda,2024-02-27,Phone,15
browN kAREN,2024/01/23,Camera,206 EURO
JonEs KAReN,01-01-2024,Watch,214 USD
sMitH sARAh,08/02/2024,Watch,754 USD
JohnsON saRAH,2024-02-12,Watch,16 EURO
JOnEs SaraH,27/01/2024,Camera,954.16 EURO
jonES KArEN,2024-02-26,Headphones,268.45
WIlliaMs SaRaH,15/01/2024,Headphones,613
JonES LInDA,02-14-2024,Camera,318.09
JonES KAren,02/03/2024,Watch,366.29
wIllIAms kAreN,2024-02-29,Headphones,358 USD
SmITh linDa,03-02-2024,Watch,126.04
jOhnSon mIcHaeL,2024-01-17,Headphones,203 EURO
WilLIAMS jOhN,2024-01-20,Camera,684.28
BRowN sArah,2024-02-28,Headphones,393.85 USD
wiLLiams saRAh,17/01/2024,Watch,903.95
jOhNSON sarAh,02/03/2024,Camera,537.61 USD
jOHNsoN John,2024/01/05,Watch,160.82 EURO
broWN kaRen,01-13-2024,Camera,634.26 EURO
BROWn john,2024/02/19,Watch,360
sMItH MIChael,2024-03-01,Camera,339
wILliAmS mIChAel,02-04-2024,Laptop,81 USD
joHNsoN lInDA,24/01/2024,Camera,640
WILLiams JOHN,2024-01-18,Headphones,764
brOwn SarAH,17/01/2024,Camera,820 EURO
JoHnsON JoHN,2024/02/23,Phone,815.6
JOHnSoN LiNDa,02-27-2024,Watch,700.66
BRown kARen,23/01/2024,Watch,540.71 USD
WiLLiAms JOhN,2024/01/12,Watch,355
wIlliAMs liNDA,2024-01-08,Camera,553.32
smiTH karEN,05/02/2024,Watch,305.8
JONES saraH,2024/02/15,Phone,721 USD
JoHNsoN kAreN,01-15-2024,Headphones,672
wilLiaMs jOHn,2024/01/28,Laptop,83.96 EURO
sMith kAren,02-04-2024,Headphones,409
wiLlIAmS SArAH,25/01/2024,Phone,826.3
BrOWn sARaH,02-05-2024,Phone,304
JONes LindA,31/01/2024,Headphones,472.62
sMITh LinDA,2024-02-29,Watch,234.27
JohNSoN mIcHAeL,02-04-2024,Camera,396.51
SMith LInDa,2024-03-02,Watch,636
wIlliAMS MiChAEl,01-09-2024,Watch,677.11
smiTH MicHaEl,2024-01-05,Laptop,115 EURO
brOWN KAreN,02-04-2024,Camera,52 EURO
joHNSON linDA,2024-02-20,Laptop,877.52 USD
JohnsOn SarAH,01-14-2024,Watch,22.36
WilLiAMS SArAH,01-11-2024,Camera,613.09 EURO
JoneS MIchAel,02-19-2024,Headphones,777 EURO
JoHNSON joHn,2024-01-01,Phone,496 USD
jOneS KaRen,2024-01-20,Headphones,879 EURO
JoNes saRAh,01-16-2024,Phone,317 EURO
JOneS mICHaeL,27/01/2024,Laptop,690.9 USD
jOHNSon lInda,2024-02-04,Headphones,440 USD
willIAmS MICHAEl,01-10-2024,Phone,589 USD
SmiTh SaRAH,02-22-2024,Phone,190.04 USD
WillIaMS karen,2024-01-25,Watch,16.63 USD
jOhNson SaRah,03-02-2024,Laptop,861
sMiTH John,19/02/2024,Headphones,553.65
SMiTH lINDa,01-30-2024,Camera,227
JonEs joHN,24/02/2024,Laptop,460.51
brOWn karEN,09/02/2024,Headphones,90 USD
JOneS kAreN,2024-01-10,Laptop,531 EURO
jOHnsoN jOhN,2024/01/30,Headphones,233.24 EURO
brOwn sARAH,2024-02-04,Camera,169
smiTh JoHN,2024/01/30,Laptop,373.16
SmitH SArAH,09/02/2024,Headphones,285.76
JONeS linDa,2024-02-24,Watch,288.68 EURO
JOnes MicHaeL,01-02-2024,Laptop,512.73 EURO
sMiTh jOhn,02-29-2024,Camera,204.47
JohNSOn KArEn,2024-02-11,Laptop,711 EURO
jOHnson miCHaEL,01-25-2024,Headphones,479.47 EURO
BROWn karEN,2024/01/06,Laptop,498
WiLLIaMs kAren,2024-02-05,Laptop,520.95 USD
BrOwn SaRaH,16/01/2024,Camera,982 USD
sMITH liNda,02-11-2024,Watch,145
BROWn miCHAel,2024/02/02,Headphones,730.83 EURO
BrOWn Linda,2024/01/29,Phone,831.32 USD
SMItH karen,2024-02-21,Camera,522
WILLiams miCHaeL,2024/01/09,Camera,484.6 USD
WiLLiams mICHAEL,2024/01/18,Watch,389.88 EURO
wILLiaMs LiNda,01-08-2024,Watch,278.25 EURO
WILLIaMS lINdA,01-11-2024,Phone,990 USD
BROWn karEn,2024-01-19,Headphones,281.91 EURO
Jones lIndA,02-11-2024,Phone,603.98 EURO
wiLliAmS KArEn,01-11-2024,Laptop,704.19 USD
wIlLIams JohN,2024/02/03,Phone,109.65
joHnsON LInDA,2024-01-25,Laptop,770.28 EURO
smIth michaEL,01-04-2024,Camera,882.87
BrOWn sarAh,2024-02-04,Camera,838.49 USD
BrOWn JoHN,21/02/2024,Laptop,373.87
JOnes SARaH,2024-03-02,Watch,41
WIlLIAms KarEn,2024/02/07,Headphones,514 EURO
wIlLiams kareN,2024/03/02,Camera,221.48 USD
SmITh kaREN,01-21-2024,Phone,540.31
SmIth LiNdA,01-04-2024,Camera,132 EURO
JOnES LInda,01-25-2024,Camera,762.8 USD
jONES SaRah,2024-02-03,Phone,568
SmItH sARaH,2024/02/15,Phone,171.61
brown SARAh,10/01/2024,Watch,846 EURO
JONES kAren,30/01/2024,Headphones,54.59 USD
BROwn MiChaEl,01-28-2024,Phone,861
johnSoN joHN,2024-02-08,Camera,556 USD
jONEs linDA,01-11-2024,Camera,357 USD
JoHnsON Sarah,25/02/2024,Watch,52 USD
JohnSON sARaH,02-23-2024,Phone,429.67
JoNes LInDa,30/01/2024,Camera,109
BROwN john,26/01/2024,Headphones,852
bRoWN john,17/02/2024,Phone,722.26 USD
smIth LInDA,19/01/2024,Phone,710 EURO
bROWn MICHaeL,01-16-2024,Watch,915
SmIth MIcHAEl,2024/02/02,Phone,656.55
JOHnSOn jOhN,2024-02-18,Headphones,353
joHnSOn joHN,02-01-2024,Laptop,173
BROwN KaReN,2024-02-20,Phone,183
brOwn JOhN,01-07-2024,Headphones,462
brown jOHn,02-25-2024,Watch,430.63 USD
JOhnsON SARah,03/02/2024,Phone,310.25
broWN lInDa,2024-02-18,Headphones,328.8 USD
smITH SARah,2024/01/12,Laptop,658.7 EURO
JohnSON SArAH,2024-02-05,Headphones,905.79 USD
WilLIamS kAreN,2024/01/26,Headphones,147.54 USD
johNSOn miChael,2024/01/17,Phone,87.29 EURO
Brown lINdA,01-17-2024,Laptop,433.93 USD
JoHNsOn KaReN,2024-02-04,Camera,623 EURO
broWN SARaH,2024-01-24,Headphones,540
jOHnSon MicHAeL,2024-03-02,Headphones,674
BRown sarAH,02/03/2024,Laptop,814
johNsON SaRAH,19/01/2024,Phone,365
wILLIAms Michael,22/01/2024,Headphones,63.7 EURO
jOhnSOn JOhN,16/02/2024,Headphones,765
SMith JOhN,01-16-2024,Phone,734
bRowN miCHAEl,2024/01/16,Laptop,547 EURO
brOWn kaREN,02-20-2024,Laptop,534 EURO
wiLlIaMs sarah,02-02-2024,Headphones,293.67
WilLiAMS kAren,2024-02-22,Laptop,567.31 USD
JoHnSoN liNda,2024-01-18,Laptop,441.65
joHnSON SArah,2024-02-21,Headphones,454.48 USD
BrowN KareN,16/01/2024,Watch,969
JoHnsON joHn,01/02/2024,Headphones,720 EURO
SmIth MICHAEl,10/01/2024,Phone,499.6
wilLiAmS KaReN,26/01/2024,Camera,905.91
WIllIaMs michaEL,01-21-2024,Watch,466.33
SmITH kAren,2024/01/17,Watch,700
jOHnSOn mICHaEL,31/01/2024,Camera,356 USD
BROWN lInDa,2024/03/01,Headphones,613.27 USD
jones SArAH,18/01/2024,Laptop,891
JONes MichaEl,2024-02-27,Headphones,448
JoNEs JoHn,29/01/2024,Laptop,378 EURO
JoNEs karen,2024-02-01,Headphones,293.85
jOnES kAreN,2024/02/09,Laptop,751.81
jOHNson JOhN,2024/01/26,Headphones,892 EURO
sMITH sARAh,2024/01/02,Laptop,375
brOWN KARen,2024/01/10,Camera,863
smiTh SARah,18/02/2024,Camera,796
wILliaMS joHN,01-28-2024,Camera,288.37
brOwN KaReN,2024-02-13,Camera,37.03
willIAMS liNDA,12/02/2024,Watch,194.92 EURO
jOHNsOn KAreN,2024/02/23,Phone,85.06
joNes JoHn,2024-02-29,Watch,431 USD
jOHNSon JoHn,2024/01/28,Headphones,935 USD
WIlliaMs joHN,2024/02/14,Watch,393.32
joneS MiCHaeL,01-29-2024,Watch,503.83
joHNsON JOhN,01-04-2024,Headphones,97.44 EURO
JOHnSON sARaH,2024/01/26,Laptop,757 USD
wilLIAMS MIChAeL,06/01/2024,Watch,973 USD
bRowN lINDA,2024/02/28,Watch,377 USD
wiLLIams JoHN,07/01/2024,Headphones,972.73 EURO
JOneS karEn,2024-02-09,Laptop,702 USD
WILliAMs jOhn,2024/03/02,Camera,320 EURO
joHNsON LINDa,01-21-2024,Phone,529
JoHNSOn SARAh,2024-01-04,Headphones,353 EURO
bROwN SaraH,10/02/2024,Camera,717.37 USD
smith kaRen,2024-01-25,Headphones,202 USD
WiLlIAMS KAren,01-28-2024,Laptop,361.39 EURO
JOHnSon sarah,30/01/2024,Headphones,509.67
SMitH SArAh,2024-01-05,Laptop,443.53 USD
SmItH KArEn,05/02/2024,Laptop,103 USD
WILlIaMS michAeL,16/01/2024,Phone,237.16 EURO
joNeS jOHn,01-17-2024,Headphones,123.78
JoneS LiNda,2024-03-03,Camera,870.23 USD
broWn saRAh,17/01/2024,Laptop,576.08
Brown JOHn,16/01/2024,Laptop,440.51
JOhnSON sARAH,2024-02-16,Phone,819.2 EURO
broWN johN,2024-03-03,Camera,721
bRowN LIndA,2024-01-10,Phone,376.29 USD
WiLliAms saRaH,01-19-2024,Phone,957 USD
sMIth lInDa,03/03/2024,Laptop,570.78
jOHnson SaRaH,2024-02-25,Phone,941.6 EURO
SmiTH joHN,03-02-2024,Camera,725.42
BRoWn kAREN,2024-01-20,Headphones,494.21
wILliAMS JohN,2024-01-12,Camera,233.26 USD
WiLliaMs JoHn,02-20-2024,Laptop,888 USD
JohNsOn sArAH,2024-01-19,Laptop,373
WIlLIAMS sARah,02-18-2024,Camera,187
sMiTh michAEL,2024/02/15,Watch,990.56 EURO
SMith LiNDa,2024-02-03,Camera,207.87 EURO
JoHNSon KArEN,2024/02/16,Watch,981.98 EURO
Brown JOHn,2024-02-17,Phone,901 USD
jOHNsON liNDa,04/02/2024,Headphones,509 EURO
JoNeS lINDA,2024-02-18,Phone,438
SMIth SARah,01-23-2024,Phone,779.03 USD
BROwn kAReN,06/02/2024,Camera,834 USD
JoHNson linDa,2024-01-04,Watch,174 EURO
JonEs sARAH,03-01-2024,Headphones,677
JohNsoN John,02-05-2024,Camera,237.44
BrOWN KAren,02-18-2024,Camera,765 EURO
jOnEs SarAH,06/01/2024,Phone,42 USD
JoHNSoN lINdA,14/01/2024,Headphones,616
broWN MiChAEL,2024/01/25,Headphones,312
JoHNsoN kAReN,2024/01/11,Laptop,166
smItH mIcHAel,01-19-2024,Laptop,839
WILLIaMS JohN,01-06-2024,Watch,768.38
joHNSon jOhN,2024-02-03,Phone,47
jonES KArEN,2024-02-24,Headphones,892.23
JOneS miChaEl,2024-02-11,Headphones,280 USD
williAMs JOHn,2024-02-25,Phone,905
JohnSoN LInDa,2024-02-24,Laptop,691.32
wIlLIAMS liNda,02-22-2024,Laptop,216.29
JOHNSoN MiChaeL,02-20-2024,Camera,666
broWN MiCHaEL,02-11-2024,Camera,308.37
jOHnson kAREn,2024/01/18,Watch,696 EURO
jOhnSoN JoHn,10/02/2024,Headphones,973.03
jOhNson jOHn,02-14-2024,Watch,947.69
jOHNSon KaReN,2024-02-06,Phone,874.18
johNsoN lINdA,14/01/2024,Camera,882.33 EURO
WiLLiaMS kareN,2024-02-23,Laptop,459
brOWn SaRaH,02-19-2024,Camera,308.86 USD
WIllIAms MICHAel,2024/02/12,Laptop,324.03
JOHnsoN LiNDA,2024-01-03,Watch,110.71 EURO
smith lINDa,2024/01/12,Watch,153
jonES mIchael,01-19-2024,Laptop,133.02
jONes sArAh,01-11-2024,Watch,655.94
JONEs kAREN,2024-01-12,Phone,845
JonEs LiNDA,01/03/2024,Laptop,376.02 USD
wiLLiams LiNdA,01-12-2024,Laptop,411.95 USD
wiLliAMs karEn,2024/01/02,Watch,602 EURO
sMITH LinDA,19/02/2024,Watch,931
bROwn LIndA,03-04-2024,Camera,401.85 EURO
jONEs mICHAEL,20/02/2024,Watch,439.01 EURO
Smith lINDA,2024-01-10,Headphones,958 EURO
jOhNSOn JoHN,01-21-2024,Headphones,274.38
JOnEs jOHN,03/02/2024,Laptop,774.41
browN Karen,2024/01/10,Camera,257 EURO
smITh miCHAEl,01-30-2024,Camera,496
WiLlIAmS MicHael,2024/03/01,Phone,816 EURO
JOHnsON SAraH,2024/02/11,Laptop,535.63 EURO
BRowN MIchAEl,01-08-2024,Headphones,668.51
sMItH saRah,01/01/2024,Headphones,676 EURO
JOhNsOn jOhN,01-22-2024,Phone,102.03 USD
williams MICHAeL,27/01/2024,Laptop,149.5
wiLliaMS joHn,28/01/2024,Watch,483.18 USD
BrOWn sARaH,2024-01-01,Headphones,850 EURO
SMith KAren,01-15-2024,Headphones,290 USD
JOnes KarEN,2024/02/13,Phone,300 USD
WIllIamS JOhn,2024-03-03,Camera,878 EURO
SMITh lInDa,2024-01-28,Camera,605.39 USD
brOWN mICHaEl,2024-01-02,Watch,607
jONeS mIchAel,02-12-2024,Headphones,614.62
wiLlIAms liNdA,02-08-2024,Laptop,941 USD
smiTH MIChAEl,2024-01-08,Camera,788.03
WILLIAmS micHAEl,06/02/2024,Phone,694.23 USD
smitH karen,2024-01-31,Laptop,844.35 USD
WilLIAMs mIChAel,2024/01/20,Laptop,407
WiLLIamS MIcHAEL,25/02/2024,Watch,565 EURO
SmItH SaRAH,02-21-2024,Phone,365 EURO
SMITH kaReN,22/01/2024,Camera,223 EURO
SMith JOhn,02/03/2024,Laptop,979 EURO
JonEs LiNda,2024/02/24,Headphones,283 EURO
JOhnsoN joHN,2024/01/19,Camera,717.9
SMiTH lindA,24/01/2024,Headphones,17.89 USD
broWn liNDA,2024-01-07,Laptop,988.58 EURO
JohnsoN JOHn,2024-02-10,Laptop,347
SMIth sArAH,2024/03/04,Phone,177.1
JoHnSon jOhn,06/01/2024,Watch,876 USD
BROWN jOHN,01-17-2024,Watch,611 USD
bRoWn sArah,2024/02/29,Camera,575.39 EURO
WIlliAMs Karen,2024-01-12,Phone,470.97 USD
smiTH lINDa,2024-02-18,Camera,306 EURO
brOwn SaraH,02-18-2024,Phone,273.8 EURO
WIlLiAms LinDa,02-22-2024,Headphones,722 USD
WiLliAms mIcHaeL,21/01/2024,Watch,45.09 EURO
JONeS kArEn,08/02/2024,Phone,543
WILLIamS JOHn,2024-02-16,Watch,879 EURO
JOHnSon SARAh,02-18-2024,Headphones,301.49
SmITh JohN,01-02-2024,Watch,852 EURO
johnSon JOHN,2024/02/19,Phone,940
SmitH John,2024/01/17,Headphones,364.67 USD
SmITh miChAeL,27/02/2024,Camera,683.78 USD
WiLLiAMs jOhn,2024/02/25,Phone,536
jOHNSON kArEN,01-27-2024,Camera,580.22 EURO
wiLliAms MICHael,23/01/2024,Watch,833
smiTH john,2024/02/25,Laptop,619.07 EURO
bROWn jOHn,02-25-2024,Phone,118 USD
BroWn sArah,2024-01-17,Watch,686 USD
JOnes KAren,2024-02-16,Headphones,664.39
JoHnsOn lindA,18/01/2024,Phone,256
jonEs Linda,2024-01-26,Phone,400.34
joNES LiNda,2024/02/15,Phone,166
WIlliams JohN,2024-02-12,Camera,13
jONes LInDA,2024-02-13,Laptop,472.71
brOWn SaraH,02-19-2024,Phone,129 USD
wIlLiaMs liNDa,04/01/2024,Camera,530.15 EURO
JOnES LindA,01-21-2024,Headphones,384.57 EURO
wIlLiAMs lIndA,2024/02/19,Camera,422
smIth LinDA,2024/02/28,Headphones,155 EURO
WILLIAmS sARAh,02-07-2024,Laptop,638.9
WIlLiams SARah,02-17-2024,Phone,275.02 EURO
JONES SarAH,01-30-2024,Camera,932.65 USD
JoNES LiNda,02-19-2024,Headphones,276
jOHnsON mIChAeL,20/02/2024,Camera,265 USD
jOhNson kareN,26/02/2024,Laptop,77
SmIth mICHAeL,11/02/2024,Laptop,983.84 USD
WILlIAMS SaRAH,2024/01/22,Headphones,328.53 USD
JONEs jOhn,01-30-2024,Laptop,963.98
jonEs SArah,2024/02/06,Laptop,207
SMITH SaRaH,2024/01/07,Laptop,840 USD
smitH john,01-24-2024,Watch,444.59 USD
JoHnsoN Karen,2024/01/09,Camera,746
BROWn jOHN,2024/02/07,Phone,706.13
smIth liNDa,2024-01-21,Watch,733 EURO
jOHnSoN JOhn,15/01/2024,Laptop,219
jOneS John,2024-02-04,Headphones,728
sMItH LINdA,02-27-2024,Phone,774.32 EURO
JOHnSon saRAh,02-15-2024,Headphones,765 USD
wIlLiaMS LinDA,01-26-2024,Headphones,804
joneS karEN,03-01-2024,Laptop,971
BroWn LINdA,2024/01/26,Laptop,376
JoNes SARaH,01-05-2024,Camera,427
smith mIchAEl,28/02/2024,Laptop,358 EURO
JOnES lIndA,01-09-2024,Headphones,794
SmitH lINdA,2024-01-11,Phone,15.22
BroWN liNda,2024-02-26,Camera,862
SMiTh kaREn,15/02/2024,Camera,110
WiLlIAMS KArEn,2024-01-17,Headphones,565.68
smith kAREN,02-08-2024,Watch,183
JoHNSON SaRAH,2024/01/04,Phone,305.82 EURO
WIlliAMS saraH,2024/02/03,Headphones,409 USD
SmItH kARen,2024/02/06,Headphones,947.9
BroWn karEN,2024/02/19,Laptop,559
BRown miChael,01/01/2024,Phone,650.73 USD
WILlIAMs LINDa,2024/02/08,Headphones,216.52 EURO
smiTh linda,24/01/2024,Watch,851.25
bRowN kAreN,17/02/2024,Laptop,700.55
BRowN SarAH,2024/01/10,Headphones,583.51
joNeS LInda,2024/01/30,Laptop,432.73 USD
JoNES sARAh,02-23-2024,Laptop,999 USD
jOHNsoN MichAEL,01-01-2024,Phone,357.81 EURO
sMItH sARaH,12/02/2024,Headphones,514.23 USD
sMItH mIchAEl,2024-02-15,Watch,558 EURO
BRown Linda,2024-01-22,Phone,596
bRown KaReN,2024/01/18,Headphones,914 USD
JoNeS jOhN,2024/02/11,Phone,175 EURO
wiLlIAms JOHN,27/01/2024,Laptop,317
sMITH SaRAh,01-27-2024,Camera,283 EURO
JoNes JOhn,03-02-2024,Phone,605
Smith JOhN,01-28-2024,Laptop,154.2
smItH lINDA,2024/01/09,Headphones,363.21
sMitH michaEL,2024-02-10,Headphones,146.26 USD
BrOWn SArAH,01-29-2024,Watch,413
JoHnSON johN,2024-02-26,Laptop,798
smiTh joHN,2024/02/01,Camera,295.51
WillIams kAREN,29/01/2024,Headphones,493 EURO
BROwn liNdA,05/02/2024,Headphones,245 EURO
SmiTh kaREn,2024/01/31,Laptop,474.29
SmiTh LINda,02-17-2024,Headphones,829
WIlliAms John,01-13-2024,Camera,26 USD
browN LinDA,18/01/2024,Watch,39 EURO
jOHnSOn MIChAEl,2024/01/22,Phone,666
brOwn JOhn,02-14-2024,Laptop,496 EURO
SmItH LInDa,2024-01-03,Laptop,799 USD
wILLIAMS mIChael,2024/02/28,Camera,896 EURO
joNes sarah,20/02/2024,Watch,626.04 EURO
jOHNsON sArAh,2024-01-31,Phone,122.41 EURO
wILliAmS JOhn,01-13-2024,Headphones,40
williAMs SArAh,2024-01-20,Phone,252
JONes joHN,2024/02/02,Headphones,100.89 USD
wiLlIaMS mIChAEl,2024/03/03,Camera,941 USD
BROwn kAREN,2024/02/01,Headphones,810.29
BRowN JOhn,2024-02-07,Laptop,788
johNSon JOHn,2024-01-10,Phone,454
BRowN MiCHAeL,17/01/2024,Phone,798.12 USD
Brown LIndA,02-28-2024,Camera,353 EURO
jOHnson john,2024/01/09,Laptop,126.84
bRowN JOHN,2024-01-04,Camera,222.66 USD
bROwN MIChAel,02-10-2024,Laptop,24.21 USD
johNsoN johN,2024-03-01,Camera,596 USD
SmiTH jOhN,01-16-2024,Camera,162 EURO
WIlliamS lInDa,02-02-2024,Phone,826.49 EURO
BRown SArah,2024/02/03,Watch,591.34 USD
BrOWn mIcHAEl,01-09-2024,Headphones,941
WIlliAMS sarah,17/01/2024,Laptop,291.88 USD
joNeS LiNdA,2024-01-15,Phone,825
JOneS KAren,14/01/2024,Laptop,221.7
jOneS miChAel,2024-02-17,Phone,223 USD
WilLiaMS john,03-02-2024,Laptop,212 EURO
JOHNSOn LinDa,02-01-2024,Watch,770.27
wILLIaMs sarAH,2024-02-07,Phone,215.76 EURO
brOwn karEn,02-07-2024,Headphones,907.79 EURO
JOhnson JOhN,04/01/2024,Laptop,982.63 USD
joHNsoN lInDa,04/03/2024,Headphones,683 EURO
WILliaMs John,01-17-2024,Watch,550.48 EURO
JOHNSoN KArEn,2024/02/29,Camera,128
JOhNSOn MIchAel,2024-01-10,Headphones,512 EURO
joNeS JOHN,02-17-2024,Watch,475 USD
sMItH kaREn,2024-02-19,Phone,265
jOnEs mIchaeL,2024-01-03,Camera,14.43 EURO
smiTh linda,2024-02-10,Laptop,702.1 EURO
johnSoN KARen,07/01/2024,Laptop,969
BRoWN lINda,2024/01/20,Laptop,430
smITh JOhn,2024/03/01,Watch,42 USD
wILliAMS KaRen,01-30-2024,Watch,538
SmIth sarah,2024/01/16,Laptop,69
jONeS MicHael,03-01-2024,Headphones,734
jonEs LInDa,2024/01/29,Watch,789.05
jonES SaRAH,01-14-2024,Phone,787
wiLLIams jOHN,23/02/2024,Watch,466 USD
